JD,Magnitude,Uncertainty,HQuncertainty,Band
2458907.9875,1.5,,,Vis.
2458908.04306,1.6,,,Vis.
2458908.173,1.4,,,Vis.
2458908.22917,1.4,,,Vis.
2458908.23958,1.5,,,Vis.
2458908.243,1.5,,,Vis.
2458908.24375,1.29,,,Vis.
2458908.25000,1.4,,,Vis.
2458908.26389,1.4,,,Vis.
2458908.26597,1.4,,,Vis.
2458908.28,1.6,,,Vis.
2458908.2882,1.4,,,Vis.
2458908.3,1.3,,,Vis.
2458908.30000,1.4,,,Vis.
2458908.3132,1.5,,,Vis.
2458908.3708,1.6,,,Vis.
2458908.37500,1.4,,,Vis.
2458908.39583,1.19,,,Vis.
2458908.41667,1.4,,,Vis.
2458908.42014,1.54,,,Vis.
2458908.43750,1.2,,,Vis.
2458908.43750,1.4,,,Vis.
2458908.48958,1.27,,,Vis.
2458908.5,1.5,,,Vis.
2458908.51435,1.4,,,Vis.
2458908.52361,1.5,,,Vis.
2458908.55296,1.40,,,Vis.
2458908.56736,1.7,,,Vis.
2458908.56944,1.4,,,Vis.
2458908.6,1.5,,,Vis.
2458908.60,1.45,,,Vis.
2458908.63333,1.4,,,Vis.
2458908.64514,1.5,,,Vis.
2458908.65417,1.6,,,Vis.
2458908.95833,1.5,,,Vis.
2458908.9618,1.5,,,Vis.
2458909.1229,1.7,,,Vis.
2458909.223,1.4,,,Vis.
2458909.25000,1.43,,,Vis.
2458909.25833,1.26,,,Vis.
2458909.263,1.4,,,Vis.
2458909.27083,1.4,,,Vis.
2458909.3,1.5,,,Vis.
2458909.3,1.4,,,Vis.
2458909.3,1.52,,,Vis.
2458909.3,1.4,,,Vis.
2458909.31,1.4,,,Vis.
2458909.33681,1.4,,,Vis.
2458909.34432,1.4,,,Vis.
2458909.36324,1.49,,,Vis.
2458909.37708,1.5,,,Vis.
2458909.4167,1.4,,,Vis.
2458909.46528,1.51,,,Vis.
2458909.494,1.5,,,Vis.
2458909.52222,1.72,,,Vis.
2458909.5243,1.4,,,Vis.
2458909.5257,1.2,,,Vis.
2458909.527,1.4,,,Vis.
2458909.5319,1.6,,,Vis.
2458909.54236,1.3,,,Vis.
2458909.54486,1.35,,,Vis.
2458909.5653,1.5,,,Vis.
2458909.60208,1.5,,,Vis.
2458909.70,1.4,,,Vis.
2458909.72361,1.3,,,Vis.
2458910.215,1.4,,,Vis.
2458910.2291,1.4,,,Vis.
2458910.2569,1.3,,,Vis.
2458910.27500,1.4,,,Vis.
2458910.276,1.3,,,Vis.
2458910.28472,1.4,,,Vis.
2458910.295,1.5,,,Vis.
2458910.30846,1.49,,,Vis.
2458910.3118,1.4,,,Vis.
2458910.31944,1.4,,,Vis.
2458910.33681,1.6,,,Vis.
2458910.3535,1.4,,,Vis.
2458910.35417,1.4,,,Vis.
2458910.36597,1.48,,,Vis.
2458910.377,1.3,,,Vis.
2458910.3857,1.5,,,Vis.
2458910.391,1.4,,,Vis.
2458910.4,1.5,,,Vis.
2458910.4896,1.4,,,Vis.
2458910.497,1.4,,,Vis.
2458910.53194,1.73,,,Vis.
2458910.53646,1.4,,,Vis.
2458910.56250,1.3,,,Vis.
2458910.65069,1.5,,,Vis.
2458910.87500,0.72,,,Vis.
2458911.20694,1.3,,,Vis.
2458911.2187,1.3,,,Vis.
2458911.2639,1.4,,,Vis.
2458911.2701,1.5,,,Vis.
2458911.299,1.4,,,Vis.
2458911.30997,1.47,,,Vis.
2458911.334,1.14,,,Vis.
2458911.3347,1.4,,,Vis.
2458911.347,1.14,,,Vis.
2458911.3819,1.76,,,Vis.
2458911.406,1.4,,,Vis.
2458911.44792,1.35,,,Vis.
2458911.5326,1.2,,,Vis.
2458911.55208,1.45,,,Vis.
2458911.60,1.4,,,Vis.
2458911.60694,1.4,,,Vis.
2458911.63333,1.5,,,Vis.
2458911.6458,1.4,,,Vis.
2458912.2,1.36,,,Vis.
2458912.215,1.4,,,Vis.
2458912.25486,1.26,,,Vis.
2458912.27083,1.26,,,Vis.
2458912.29,1.5,,,Vis.
2458912.29167,1.4,,,Vis.
2458912.29167,1.4,,,Vis.
2458912.299,1.4,,,Vis.
2458912.310,1.14,,,Vis.
2458912.31042,1.36,,,Vis.
2458912.316,1.6,,,Vis.
2458912.32196,1.3,,,Vis.
2458912.3451,1.4,,,Vis.
2458912.36111,1.4,,,Vis.
2458912.375,1.3,,,Vis.
2458912.406,1.14,,,Vis.
2458912.52708,1.65,,,Vis.
2458912.54097,1.4,,,Vis.
2458912.56111,1.5,,,Vis.
2458912.59375,1.4,,,Vis.
2458912.60972,1.40,,,Vis.
2458913.003,1.4,,,Vis.
2458913.2,1.36,,,Vis.
2458913.201,1.3,,,Vis.
2458913.222,1.4,,,Vis.
2458913.236,1.3,,,Vis.
2458913.236,1.3,,,Vis.
2458913.25000,1.3,,,Vis.
2458913.281,1.6,,,Vis.
2458913.28125,1.37,,,Vis.
2458913.29444,1.24,,,Vis.
2458913.3,1.4,,,Vis.
2458913.3125,1.4,,,Vis.
2458913.3542,1.3,,,Vis.
2458913.4153,1.3,,,Vis.
2458913.5125,1.3,,,Vis.
2458913.51806,1.5,,,Vis.
2458913.53125,1.4,,,Vis.
2458913.56250,1.3,,,Vis.
2458913.58681,1.4,,,Vis.
2458913.59028,1.40,,,Vis.
2458913.59028,1.3,,,Vis.
2458913.65625,1.4,,,Vis.
2458913.67847,1.6,,,Vis.
2458913.8,1.6,,,Vis.
2458913.87500,1.29,,,Vis.
2458914.222,1.4,,,Vis.
2458914.249,1.5,,,Vis.
2458914.25000,1.3,,,Vis.
2458914.2903,1.5,,,Vis.
2458914.30556,1.3,,,Vis.
2458914.32639,1.51,,,Vis.
2458914.32917,1.5,,,Vis.
2458914.35417,1.3,,,Vis.
2458914.367,1.3,,,Vis.
2458914.44028,1.25,,,Vis.
2458914.4618,1.3,,,Vis.
2458914.46875,1.2,,,Vis.
2458914.5,1.5,,,Vis.
2458914.52431,1.4,,,Vis.
2458914.5368,1.2,,,Vis.
2458914.53819,1.4,,,Vis.
2458914.55486,1.5,,,Vis.
2458914.58333,1.4,,,Vis.
2458914.64931,1.45,,,Vis.
2458915.187,1.3,,,Vis.
2458915.3,1.4,,,Vis.
2458915.302,1.4,,,Vis.
2458915.30208,1.3,,,Vis.
2458915.33333,1.26,,,Vis.
2458915.34792,1.5,,,Vis.
2458915.3562,1.3,,,Vis.
2458915.37778,1.0,,,Vis.
2458915.3958,1.3,,,Vis.
2458915.415,1.3,,,Vis.
2458915.46875,1.26,,,Vis.
2458915.5188,1.2,,,Vis.
2458915.58333,1.4,,,Vis.
2458915.58611,1.3,,,Vis.
2458915.60833,1.6,,,Vis.
2458915.62,1.35,,,Vis.
2458915.62847,1.4,,,Vis.
2458915.65341,1.3,,,Vis.
2458916.2,1.36,,,Vis.
2458916.24583,1.26,,,Vis.
2458916.25278,1.25,,,Vis.
2458916.25694,1.0,,,Vis.
2458916.26875,1.25,,,Vis.
2458916.27083,1.4,,,Vis.
2458916.2778,1.5,,,Vis.
2458916.29167,1.36,,,Vis.
2458916.29167,1.3,,,Vis.
2458916.29375,1.2,,,Vis.
2458916.3,1.5,,,Vis.
2458916.3049,1.5,,,Vis.
2458916.375,1.3,,,Vis.
2458916.3750,1.4,,,Vis.
2458916.3750,1.0,,,Vis.
2458916.4,1.4,,,Vis.
2458916.43056,1.2,,,Vis.
2458916.516,1.4,,,Vis.
2458916.53347,1.3,,,Vis.
2458916.536,1.4,,,Vis.
2458916.55000,1.4,,,Vis.
2458916.5674,1.2,,,Vis.
2458916.59,1.35,,,Vis.
2458916.62153,1.4,,,Vis.
2458916.62153,1.4,,,Vis.
2458916.6705,1.4,,,Vis.
2458916.9611,1.4,,,Vis.
2458917.208,1.3,,,Vis.
2458917.24306,1.1,,,Vis.
2458917.30208,1.36,,,Vis.
2458917.31250,1.22,,,Vis.
2458917.31944,1.4,,,Vis.
2458917.32986,1.5,,,Vis.
2458917.33472,1.3,,,Vis.
2458917.35417,1.2,,,Vis.
2458917.35417,1.25,,,Vis.
2458917.375,1.3,,,Vis.
2458917.385,1.2,,,Vis.
2458917.39161,1.29,,,Vis.
2458917.4167,1.2,,,Vis.
2458917.418,1.4,,,Vis.
2458917.44097,0.9,,,Vis.
2458917.48958,1.3,,,Vis.
2458917.5,1.5,,,Vis.
2458917.50833,1.3,,,Vis.
2458917.55694,1.3,,,Vis.
2458917.58472,1.4,,,Vis.
2458918.194,1.3,,,Vis.
2458918.257,1.3,,,Vis.
2458918.277,1.6,,,Vis.
2458918.280,1.9,,,Vis.
2458918.28125,1.3,,,Vis.
2458918.28264,1.33,,,Vis.
2458918.2958,1.4,,,Vis.
2458918.31250,1.3,,,Vis.
2458918.3333,1.3,,,Vis.
2458918.3688,1.5,,,Vis.
2458918.38542,1.2,,,Vis.
2458918.3938,1.3,,,Vis.
2458918.4,1.5,,,Vis.
2458918.4028,1.54,,,Vis.
2458918.5236,1.2,,,Vis.
2458918.61,1.3,,,Vis.
2458918.61667,1.3,,,Vis.
2458918.67708,1.4,,,Vis.
2458918.90972,1.19,,,Vis.
2458919.18977,0.76,,,Vis.
2458919.194,1.3,,,Vis.
2458919.2,1.28,,,Vis.
2458919.201,1.3,,,Vis.
2458919.208,1.3,,,Vis.
2458919.23958,1.25,,,Vis.
2458919.25000,1.3,,,Vis.
2458919.3,1.3,,,Vis.
2458919.31250,1.36,,,Vis.
2458919.31944,1.10,,,Vis.
2458919.33681,1.23,,,Vis.
2458919.3611,1.35,,,Vis.
2458919.3892,1.2,,,Vis.
2458919.43750,1.2,,,Vis.
2458919.4757,1.2,,,Vis.
2458919.53403,1.4,,,Vis.
2458919.54,1.25,,,Vis.
2458919.5625,1.3,,,Vis.
2458919.6,1.5,,,Vis.
2458919.63958,1.4,,,Vis.
2458919.63958,1.3,,,Vis.
2458919.9111,1.3,,,Vis.
2458920.01806,1.4,,,Vis.
2458920.2,1.28,,,Vis.
2458920.236,1.3,,,Vis.
2458920.2569,1.3,,,Vis.
2458920.27083,1.3,,,Vis.
2458920.27361,1.37,,,Vis.
2458920.2764,1.2,,,Vis.
2458920.27832,1.08,,,Vis.
2458920.27917,1.37,,,Vis.
2458920.28819,1.35,,,Vis.
2458920.290,1.14,,,Vis.
2458920.29167,1.25,,,Vis.
2458920.29167,1.2,,,Vis.
2458920.29792,1.25,,,Vis.
2458920.3,1.5,,,Vis.
2458920.3,1.3,,,Vis.
2458920.303,1.4,,,Vis.
2458920.30556,1.4,,,Vis.
2458920.30556,1.2,,,Vis.
2458920.32292,1.3,,,Vis.
2458920.33,1.5,,,Vis.
2458920.34,1.2,,,Vis.
2458920.37500,1.11,,,Vis.
2458920.37500,1.3,,,Vis.
2458920.4278,1.39,,,Vis.
2458920.44792,1.25,,,Vis.
2458920.5299,1.1,,,Vis.
2458920.58958,1.3,,,Vis.
2458920.6,1.5,,,Vis.
2458920.63542,1.2,,,Vis.
2458920.66965,1.35,,,Vis.
2458920.69167,1.3,,,Vis.
2458920.85,1.2,,,Vis.
2458921.208,1.3,,,Vis.
2458921.215,1.4,,,Vis.
2458921.223,1.3,,,Vis.
2458921.22917,1.15,,,Vis.
2458921.236,1.3,,,Vis.
2458921.3,1.45,,,Vis.
2458921.3,1.3,,,Vis.
2458921.3042,1.3,,,Vis.
2458921.31682,1.03,,,Vis.
2458921.33333,1.25,,,Vis.
2458921.33333,1.2,,,Vis.
2458921.3424,1.5,,,Vis.
2458921.35417,1.3,,,Vis.
2458921.35764,1.25,,,Vis.
2458921.375,1.3,,,Vis.
2458921.37500,1.2,,,Vis.
2458921.383,1.8,,,Vis.
2458921.4,1.5,,,Vis.
2458921.4417,1.3,,,Vis.
2458921.54,1.2,,,Vis.
2458921.66840,1.31,,,Vis.
2458922.201,1.3,,,Vis.
2458922.208,1.4,,,Vis.
2458922.2569,1.2,,,Vis.
2458922.26389,1.32,,,Vis.
2458922.27431,1.14,,,Vis.
2458922.28911,1.12,,,Vis.
2458922.29167,1.1,,,Vis.
2458922.3,1.4,,,Vis.
2458922.3,1.1,,,Vis.
2458922.3,1.1,,,Vis.
2458922.30208,1.2,,,Vis.
2458922.31,1.5,,,Vis.
2458922.315,1.2,,,Vis.
2458922.3229,1.3,,,Vis.
2458922.32569,1.2,,,Vis.
2458922.3264,1.3,,,Vis.
2458922.333,1.25,,,Vis.
2458922.3472,1.2,,,Vis.
2458922.370,1.2,,,Vis.
2458922.391,1.3,,,Vis.
2458922.4458,1.0,,,Vis.
2458922.5,1.4,,,Vis.
2458922.50139,1.4,,,Vis.
2458922.51,1.2,,,Vis.
2458922.54583,1.35,,,Vis.
2458922.55602,1.25,,,Vis.
2458922.56299,1.35,,,Vis.
2458922.57639,1.3,,,Vis.
2458922.60486,1.30,,,Vis.
2458922.62500,1.3,,,Vis.
2458923.2,1.24,,,Vis.
2458923.201,1.3,,,Vis.
2458923.222,1.3,,,Vis.
2458923.250,1.4,,,Vis.
2458923.25003,1.3,,,Vis.
2458923.2556,1.1,,,Vis.
2458923.26597,1.02,,,Vis.
2458923.267,1.1,,,Vis.
2458923.2708,1.1,,,Vis.
2458923.2722,1.5,,,Vis.
2458923.29167,1.15,,,Vis.
2458923.29167,1.2,,,Vis.
2458923.2917,1.47,,,Vis.
2458923.2930,1.2,,,Vis.
2458923.3,1.1,,,Vis.
2458923.3007,1.5,,,Vis.
2458923.3125,1.2,,,Vis.
2458923.3222,1.3,,,Vis.
2458923.3271,1.2,,,Vis.
2458923.33125,1.3,,,Vis.
2458923.3313,1.2,,,Vis.
2458923.333,1.3,,,Vis.
2458923.333,1.25,,,Vis.
2458923.33333,1.4,,,Vis.
2458923.3687,1.3,,,Vis.
2458923.37,1.4,,,Vis.
2458923.3736,1.2,,,Vis.
2458923.375,1.2,,,Vis.
2458923.37905,1.24,,,Vis.
2458923.39583,1.3,,,Vis.
2458923.39583,1.5,,,Vis.
2458923.5,1.4,,,Vis.
2458923.54199,1.1,,,Vis.
2458923.56875,1.4,,,Vis.
2458923.64583,1.4,,,Vis.
2458923.9694,1.2,,,Vis.
2458924.04236,1.35,,,Vis.
2458924.215,1.2,,,Vis.
2458924.22014,1.17,,,Vis.
2458924.23958,1.2,,,Vis.
2458924.26597,1.3,,,Vis.
2458924.27222,1.14,,,Vis.
2458924.2792,1.4,,,Vis.
2458924.28370,1.18,,,Vis.
2458924.29167,1.2,,,Vis.
2458924.29167,1.2,,,Vis.
2458924.3,1.3,,,Vis.
2458924.309,1.3,,,Vis.
2458924.319,1.2,,,Vis.
2458924.325,1.14,,,Vis.
2458924.32986,1.16,,,Vis.
2458924.330,0.8,,,Vis.
2458924.337,1.3,,,Vis.
2458924.354,1.2,,,Vis.
2458924.35556,1.4,,,Vis.
2458924.3583,1.5,,,Vis.
2458924.359,1.2,,,Vis.
2458924.3618,1.3,,,Vis.
2458924.3666,1.35,,,Vis.
2458924.38542,1.34,,,Vis.
2458924.397,1.1,,,Vis.
2458924.40833,1.2,,,Vis.
2458924.47917,1.2,,,Vis.
2458924.488,1.2,,,Vis.
2458924.49653,1.1,,,Vis.
2458924.50486,1.3,,,Vis.
2458924.50486,1.2,,,Vis.
2458924.52083,1.24,,,Vis.
2458924.52431,1.3,,,Vis.
2458924.55625,1.35,,,Vis.
2458924.58056,1.2,,,Vis.
2458924.5889,1.4,,,Vis.
2458924.61458,1.20,,,Vis.
2458924.64792,1.3,,,Vis.
2458924.66111,1.3,,,Vis.
2458924.67014,1.2,,,Vis.
2458925.2,1.2,,,Vis.
2458925.201,1.2,,,Vis.
2458925.208,1.2,,,Vis.
2458925.20852,0.10,,,Vis.
2458925.26597,1.3,,,Vis.
2458925.27292,1.1,,,Vis.
2458925.2792,1.0,,,Vis.
2458925.2931,1.5,,,Vis.
2458925.3,1.3,,,Vis.
2458925.31111,1.22,,,Vis.
2458925.34375,1.35,,,Vis.
2458925.4,1.2,,,Vis.
2458925.4056,1.0,,,Vis.
2458925.40972,1.19,,,Vis.
2458925.5,1.4,,,Vis.
2458925.5486,1.2,,,Vis.
2458925.61458,1.3,,,Vis.
2458925.66292,1.16,,,Vis.
2458925.89236,1.02,,,Vis.
2458925.89583,1.00,,,Vis.
2458926.2,1.2,,,Vis.
2458926.21181,1.2,,,Vis.
2458926.222,1.1,,,Vis.
2458926.229,1.2,,,Vis.
2458926.23958,1.13,,,Vis.
2458926.253,1.2,,,Vis.
2458926.2694,1.3,,,Vis.
2458926.2764,1.5,,,Vis.
2458926.281,1.0,,,Vis.
2458926.290,1.1,,,Vis.
2458926.29167,1.2,,,Vis.
2458926.29167,1.2,,,Vis.
2458926.3,1.2,,,Vis.
2458926.30556,1.36,,,Vis.
2458926.31250,1.2,,,Vis.
2458926.32045,1.23,,,Vis.
2458926.3215,1.5,,,Vis.
2458926.33958,1.4,,,Vis.
2458926.3438,1.2,,,Vis.
2458926.34722,1.1,,,Vis.
2458926.378,1.1,,,Vis.
2458926.378,1.1,,,Vis.
2458926.3923,1.3,,,Vis.
2458926.5104,1.5,,,Vis.
2458926.52014,1.35,,,Vis.
2458926.562,1.2,,,Vis.
2458926.60,1.15,,,Vis.
2458926.99931,1.4,,,Vis.
2458927.236,1.2,,,Vis.
2458927.26806,1.0,,,Vis.
2458927.27083,1.15,,,Vis.
2458927.271,1.4,,,Vis.
2458927.2889,1.2,,,Vis.
2458927.3,1.1,,,Vis.
2458927.3,1.2,,,Vis.
2458927.31250,1.15,,,Vis.
2458927.31562,1.21,,,Vis.
2458927.319,0.9,,,Vis.
2458927.3250,1.5,,,Vis.
2458927.33264,1.23,,,Vis.
2458927.34236,1.33,,,Vis.
2458927.34722,1.1,,,Vis.
2458927.3604,1.2,,,Vis.
2458927.388,1.1,,,Vis.
2458927.4,1.4,,,Vis.
2458927.40556,1.1,,,Vis.
2458927.53250,1.1,,,Vis.
2458927.54444,1.1,,,Vis.
2458927.5625,1.1,,,Vis.
2458927.58333,1.2,,,Vis.
2458927.60486,1.20,,,Vis.
2458927.634,1.2,,,Vis.
2458927.67708,1.2,,,Vis.
2458927.71513,1.12,,,Vis.
2458928.1736,0.91,,,Vis.
2458928.208,1.1,,,Vis.
2458928.23681,0.8,,,Vis.
2458928.25000,1.16,,,Vis.
2458928.27639,1.3,,,Vis.
2458928.3,1.2,,,Vis.
2458928.30556,1.15,,,Vis.
2458928.31250,1.1,,,Vis.
2458928.32292,1.2,,,Vis.
2458928.32292,1.31,,,Vis.
2458928.33264,1.19,,,Vis.
2458928.3333,1.5,,,Vis.
2458928.3403,1.1,,,Vis.
2458928.35764,1.2,,,Vis.
2458928.36111,1.14,,,Vis.
2458928.384,1.0,,,Vis.
2458928.3993,1.1,,,Vis.
2458928.4597,1.1,,,Vis.
2458928.50972,1.1,,,Vis.
2458928.71528,1.08,,,Vis.
2458928.9146,0.9,,,Vis.
2458929.208,1.1,,,Vis.
2458929.26389,1.3,,,Vis.
2458929.2743,1.2,,,Vis.
2458929.2792,0.9,,,Vis.
2458929.2917,1.54,,,Vis.
2458929.2968,1.4,,,Vis.
2458929.3,1.15,,,Vis.
2458929.30745,1.15,,,Vis.
2458929.30972,1.2,,,Vis.
2458929.31875,1.1,,,Vis.
2458929.32500,1.24,,,Vis.
2458929.3257,1.2,,,Vis.
2458929.32708,1.1,,,Vis.
2458929.333,0.9,,,Vis.
2458929.388,1.2,,,Vis.
2458929.388,1.0,,,Vis.
2458929.4167,1.07,,,Vis.
2458929.4201,1.0,,,Vis.
2458929.5132,0.8,,,Vis.
2458929.5528,1.1,,,Vis.
2458929.59,1.1,,,Vis.
2458929.62847,1.1,,,Vis.
2458929.68628,1.04,,,Vis.
245893.2660,1.1,,,Vis.
2458930.2,1.12,,,Vis.
2458930.23958,0.8,,,Vis.
2458930.25000,1.1,,,Vis.
2458930.270,1.5,,,Vis.
2458930.271,1.5,,,Vis.
2458930.2778,0.8,,,Vis.
2458930.27847,1.29,,,Vis.
2458930.2813,1.1,,,Vis.
2458930.2917,1.2,,,Vis.
2458930.29755,1.07,,,Vis.
2458930.3,1.1,,,Vis.
2458930.3063,1.1,,,Vis.
2458930.3167,1.2,,,Vis.
2458930.3167,1.0,,,Vis.
2458930.34,1.4,,,Vis.
2458930.37,1.3,,,Vis.
2458930.38194,1.0,,,Vis.
2458930.392,1.0,,,Vis.
2458930.4125,0.96,,,Vis.
2458930.4326,1.5,,,Vis.
2458930.458,1.35,,,Vis.
2458930.45833,1.0,,,Vis.
2458930.45833,1.15,,,Vis.
2458930.4764,1.1,,,Vis.
2458930.4813,0.8,,,Vis.
2458930.5,1.4,,,Vis.
2458930.5,1.3,,,Vis.
2458930.5,1.2,,,Vis.
2458930.51806,1.1,,,Vis.
2458930.52256,1.0,,,Vis.
2458930.52777,0.9,,,Vis.
2458930.53750,1.35,,,Vis.
2458930.56209,1.0,,,Vis.
2458930.56250,1.2,,,Vis.
2458930.56250,1.2,,,Vis.
2458930.57,1.05,,,Vis.
2458930.61111,1.15,,,Vis.
2458930.63512,1.0,,,Vis.
2458930.68056,1.0,,,Vis.
2458930.9924,1.1,,,Vis.
2458931.242,1.3,,,Vis.
2458931.25000,1.05,,,Vis.
2458931.260,1.4,,,Vis.
2458931.2708,1.3,,,Vis.
2458931.27083,1.10,,,Vis.
2458931.274,0.9,,,Vis.
2458931.2896,1.5,,,Vis.
2458931.29167,0.9,,,Vis.
2458931.29809,1.02,,,Vis.
2458931.299,1.08,,,Vis.
2458931.3,1.0,,,Vis.
2458931.300,1.2,,,Vis.
2458931.3035,1.0,,,Vis.
2458931.3042,1.0,,,Vis.
2458931.30556,1.1,,,Vis.
2458931.30556,1.05,,,Vis.
2458931.31597,1.2,,,Vis.
2458931.316,1.1,,,Vis.
2458931.32639,1.3,,,Vis.
2458931.33542,1.0,,,Vis.
2458931.3382,1.0,,,Vis.
2458931.34,1.1,,,Vis.
2458931.344,1.7,,,Vis.
2458931.344,1.1,,,Vis.
2458931.34722,1.1,,,Vis.
2458931.3778,1.3,,,Vis.
2458931.378,0.8,,,Vis.
2458931.388,1.0,,,Vis.
2458931.4131,1.35,,,Vis.
2458931.4389,0.9,,,Vis.
2458931.47917,1.0,,,Vis.
2458931.47917,1.1,,,Vis.
2458931.4965,1.0,,,Vis.
2458931.5,1.3,,,Vis.
2458931.50417,0.9,,,Vis.
2458931.506,1.2,,,Vis.
2458931.58333,1.1,,,Vis.
2458931.6528,1.0,,,Vis.
2458931.68403,1.2,,,Vis.
2458931.9236,1.0,,,Vis.
2458932.21042,0.1,,,Vis.
2458932.25003,1.05,,,Vis.
2458932.25625,0.85,,,Vis.
2458932.25903,0.75,,,Vis.
2458932.2681,1.0,,,Vis.
2458932.270,1.4,,,Vis.
2458932.274,0.9,,,Vis.
2458932.2785,1.3,,,Vis.
2458932.28819,1.0,,,Vis.
2458932.29514,1.1,,,Vis.
2458932.3,0.95,,,Vis.
2458932.3,1.0,,,Vis.
2458932.30208,1.05,,,Vis.
2458932.3076,1.3,,,Vis.
2458932.30924,0.99,,,Vis.
2458932.32153,1.08,,,Vis.
2458932.3333,1.1,,,Vis.
2458932.335,1.08,,,Vis.
2458932.3451,1.0,,,Vis.
2458932.35625,1.0,,,Vis.
2458932.375,1.0,,,Vis.
2458932.37569,1.0,,,Vis.
2458932.3778,1.0,,,Vis.
2458932.392,1.2,,,Vis.
2458932.393,1.0,,,Vis.
2458932.4,1.0,,,Vis.
2458932.4,0.9,,,Vis.
2458932.4271,0.9,,,Vis.
2458932.4882,1.0,,,Vis.
2458932.55,1.0,,,Vis.
2458932.85764,1.13,,,Vis.
2458932.85764,0.85,,,Vis.
2458932.86458,1.00,,,Vis.
2458933.04306,1.3,,,Vis.
2458933.1250,0.98,,,Vis.
2458933.2660,1.1,,,Vis.
2458933.270,1.4,,,Vis.
2458933.27083,1.0,,,Vis.
2458933.27083,1.1,,,Vis.
2458933.276,0.9,,,Vis.
2458933.2778,0.8,,,Vis.
2458933.30556,1.03,,,Vis.
2458933.31108,0.98,,,Vis.
2458933.31250,1.0,,,Vis.
2458933.31250,1.03,,,Vis.
2458933.3208,1.0,,,Vis.
2458933.329,0.94,,,Vis.
2458933.32986,0.99,,,Vis.
2458933.33,1.1,,,Vis.
2458933.3326,1.4,,,Vis.
2458933.33333,0.95,,,Vis.
2458933.337,1.0,,,Vis.
2458933.3375,1.2,,,Vis.
2458933.34,1.2,,,Vis.
2458933.3472,0.9,,,Vis.
2458933.353,1.04,,,Vis.
2458933.38819,1.0,,,Vis.
2458933.393,1.0,,,Vis.
2458933.40625,1.0,,,Vis.
2458933.51389,0.7,,,Vis.
2458933.51458,1.1,,,Vis.
2458933.54306,1.1,,,Vis.
2458933.56,1.0,,,Vis.
2458933.56944,1.0,,,Vis.
2458933.57986,1.0,,,Vis.
2458933.59444,1.0,,,Vis.
2458933.59722,1.4,,,Vis.
2458933.6,1.3,,,Vis.
2458933.60903,1.1,,,Vis.
2458933.62500,1.0,,,Vis.
2458934.2,1.04,,,Vis.
2458934.208,1.1,,,Vis.
2458934.22917,1.0,,,Vis.
2458934.23958,0.7,,,Vis.
2458934.23958,0.9,,,Vis.
2458934.25278,0.43,,,Vis.
2458934.270,1.2,,,Vis.
2458934.27431,1.10,,,Vis.
2458934.281,0.9,,,Vis.
2458934.28889,1.2,,,Vis.
2458934.29167,1.0,,,Vis.
2458934.29167,0.9,,,Vis.
2458934.2917,0.9,,,Vis.
2458934.2931,1.1,,,Vis.
2458934.2958,1.0,,,Vis.
2458934.3,0.9,,,Vis.
2458934.3000,1.0,,,Vis.
2458934.3104,1.0,,,Vis.
2458934.31062,0.94,,,Vis.
2458934.31250,1.00,,,Vis.
2458934.331,1.3,,,Vis.
2458934.331,1.09,,,Vis.
2458934.333,1.1,,,Vis.
2458934.34028,1.0,,,Vis.
2458934.34028,1.2,,,Vis.
2458934.363,1.4,,,Vis.
2458934.38194,1.24,,,Vis.
2458934.393,0.9,,,Vis.
2458934.3944,1.3,,,Vis.
2458934.396,1.2,,,Vis.
2458934.4264,0.9,,,Vis.
2458934.45833,1.0,,,Vis.
2458934.50178,1.0,,,Vis.
2458934.51442,1.0,,,Vis.
2458934.52431,1.1,,,Vis.
2458934.533,1.0,,,Vis.
2458934.55833,0.8,,,Vis.
2458934.56226,0.9,,,Vis.
2458934.57917,1.0,,,Vis.
2458934.58958,1.1,,,Vis.
2458934.9292,0.9,,,Vis.
2458935.250,1.1,,,Vis.
2458935.2778,0.8,,,Vis.
2458935.29167,1.1,,,Vis.
2458935.29375,1.14,,,Vis.
2458935.3,1.1,,,Vis.
2458935.3,0.7,,,Vis.
2458935.31209,0.92,,,Vis.
2458935.31250,0.9,,,Vis.
2458935.314,0.97,,,Vis.
2458935.31736,1.1,,,Vis.
2458935.3229,0.9,,,Vis.
2458935.337,1.0,,,Vis.
2458935.33750,1.3,,,Vis.
2458935.35,1.2,,,Vis.
2458935.354,1.0,,,Vis.
2458935.354,1.0,,,Vis.
2458935.3611,0.9,,,Vis.
2458935.393,0.8,,,Vis.
2458935.41667,1.1,,,Vis.
2458935.4215,0.8,,,Vis.
2458935.49306,1.0,,,Vis.
2458935.503,0.9,,,Vis.
2458935.53240,1.0,,,Vis.
2458935.59514,1.0,,,Vis.
2458935.86806,0.7,,,Vis.
2458936.208,1.0,,,Vis.
2458936.23611,0.9,,,Vis.
2458936.265,1.1,,,Vis.
2458936.270,1.2,,,Vis.
2458936.27083,0.85,,,Vis.
2458936.2785,1.2,,,Vis.
2458936.288,0.8,,,Vis.
2458936.2944,0.9,,,Vis.
2458936.3,0.9,,,Vis.
2458936.30556,0.95,,,Vis.
2458936.3056,1.3,,,Vis.
2458936.3194,0.9,,,Vis.
2458936.324,1.14,,,Vis.
2458936.32584,0.92,,,Vis.
2458936.333,0.9,,,Vis.
