JD,Magnitude,Uncertainty,HQuncertainty,Band
2458256.31458,0.51,,,Vis.
2458310.8757,0.3,,,Vis.
2458311.8750,0.3,,,Vis.
2458324.92361,0.4,,,Vis.
2458331.92431,0.4,,,Vis.
2458332.93542,0.3,,,Vis.
2458333.9,0.3,,,Vis.
2458338.92569,0.4,,,Vis.
2458339.3639,0.7,,,Vis.
2458341.54843,0.3,,,Vis.
2458345.93333,0.3,,,Vis.
2458350.93819,0.1,,,Vis.
2458356.9375,0.3,,,Vis.
2458359.58333,0.25,,,Vis.
2458360.57292,0.30,,,Vis.
2458361.9,0.4,,,Vis.
2458361.9,0.6,,,Vis.
2458363.95139,0.3,,,Vis.
2458365.65,0.5,,,Vis.
2458368.88472,0.5,,,Vis.
2458369.8493,0.2,,,Vis.
2458370.8507,0.9,,,Vis.
2458372.65,0.5,,,Vis.
2458373.65,0.4,,,Vis.
2458374.56,0.4,,,Vis.
2458374.88889,0.6,,,Vis.
2458374.9,0.7,,,Vis.
2458374.92083,0.5,,,Vis.
2458375.7542,0.2,,,Vis.
2458375.89306,0.3,,,Vis.
2458376.7,-0.1,,,Vis.
2458377.92847,0.5,,,Vis.
2458379.0,0.4,,,Vis.
2458379.65,0.5,,,Vis.
2458379.88889,0.4,,,Vis.
2458379.925,0.3,,,Vis.
2458380.0,0.6,,,Vis.
2458381.2819,0.4,,,Vis.
2458381.6,-0.1,,,Vis.
2458381.6944,0.73,,,Vis.
2458383.85972,0.6,,,Vis.
2458383.90139,0.6,,,Vis.
2458385.688,0.5,,,Vis.
2458385.9,0.7,,,Vis.
2458386.65,0.5,,,Vis.
2458386.92847,0.4,,,Vis.
2458387.89097,0.5,,,Vis.
2458388.64,0.4,,,Vis.
2458389.0,0.5,,,Vis.
2458389.684,0.5,,,Vis.
2458389.90764,0.6,,,Vis.
2458390.3042,0.3,,,Vis.
2458390.7,0.1,,,Vis.
2458390.92014,0.6,,,Vis.
2458390.94306,0.6,,,Vis.
2458391.59028,0.30,,,Vis.
2458392.3750,0.4,,,Vis.
2458395.3097,0.3,,,Vis.
2458395.88333,0.4,,,Vis.
2458396.7,0.3,,,Vis.
2458396.9,0.7,,,Vis.
2458398.91597,0.3,,,Vis.
2458399.67361,0.3,,,Vis.
2458400.58,0.2,,,Vis.
2458401.684,0.5,,,Vis.
2458401.8806,0.9,,,Vis.
2458402.9,0.6,,,Vis.
2458402.91319,0.5,,,Vis.
2458403.60,0.6,,,Vis.
2458403.6458,0.4,,,Vis.
2458403.97847,0.4,,,Vis.
2458404.47,0.5,,,Vis.
2458404.7,0.3,,,Vis.
2458404.82569,0.6,,,Vis.
2458406.52083,0.29,,,Vis.
2458406.66,0.5,,,Vis.
2458406.8666,0.6,,,Vis.
2458407.66,0.6,,,Vis.
2458407.88194,0.5,,,Vis.
2458408.86597,0.6,,,Vis.
2458408.89931,0.6,,,Vis.
2458409.88681,0.7,,,Vis.
2458409.9,0.6,,,Vis.
2458409.9,0.8,,,Vis.
2458410.67014,0.25,,,Vis.
2458410.83542,0.63,,,Vis.
2458411.90625,0.7,,,Vis.
2458413.65,0.6,,,Vis.
2458413.96319,0.7,,,Vis.
2458414.7,0.3,,,Vis.
2458414.8,0.8,,,Vis.
2458414.89722,0.7,,,Vis.
2458415.67569,0.45,,,Vis.
2458417.2938,0.3,,,Vis.
2458418.92778,0.4,,,Vis.
2458419.2833,0.5,,,Vis.
2458420.85486,0.6,,,Vis.
2458421.7347,0.80,,,Vis.
2458422.2757,0.8,,,Vis.
2458422.8056,0.9,,,Vis.
2458425.91111,0.5,,,Vis.
2458428.8,0.7,,,Vis.
2458429.41591,1.0,,,Vis.
2458429.69,0.5,,,Vis.
2458432.37500,0.70,,,Vis.
2458432.47135,1.0,,,Vis.
2458432.98889,0.6,,,Vis.
2458433.3715,0.8,,,Vis.
2458433.39424,1.05,,,Vis.
2458433.67153,0.70,,,Vis.
2458434.7,0.7,,,Vis.
2458435.38517,1.0,,,Vis.
2458435.9,0.7,,,Vis.
2458436.41,0.5,,,Vis.
2458436.74514,0.65,,,Vis.
2458436.77083,0.7,,,Vis.
2458437.40,0.5,,,Vis.
2458437.40417,0.70,,,Vis.
2458437.72292,0.5,,,Vis.
2458437.82222,0.7,,,Vis.
2458437.97917,0.7,,,Vis.
2458438.5,0.7,,,Vis.
2458439.45278,0.78,,,Vis.
2458439.66,0.7,,,Vis.
2458439.7361,0.8,,,Vis.
2458440.48611,0.79,,,Vis.
2458440.55,0.5,,,Vis.
2458443.6042,0.8,,,Vis.
2458444.8,0.9,,,Vis.
2458446.5,0.9,,,Vis.
2458447.34306,0.8,,,Vis.
2458448.65972,0.73,,,Vis.
2458450.4,0.3,,,Vis.
2458451.3867,1.0,,,Vis.
2458452.22778,0.6,,,Vis.
2458452.38884,1.0,,,Vis.
2458452.8694,1.0,,,Vis.
2458452.90556,0.7,,,Vis.
2458453.27921,1.0,,,Vis.
2458454.69097,0.5,,,Vis.
2458457.3,0.4,,,Vis.
2458457.37,0.7,,,Vis.
2458457.4,0.7,,,Vis.
2458457.6,1.0,,,Vis.
2458458.34,0.3,,,Vis.
2458458.34,0.4,,,Vis.
2458458.40486,0.7,,,Vis.
2458458.41458,0.79,,,Vis.
2458459.631,0.3,,,Vis.
2458459.67222,0.7,,,Vis.
2458459.82569,0.7,,,Vis.
2458460.4583,0.91,,,Vis.
2458460.7215,1.0,,,Vis.
2458461.3,0.4,,,Vis.
2458461.438,0.7,,,Vis.
2458461.75556,0.7,,,Vis.
2458462.39514,0.38,,,Vis.
2458462.40,0.7,,,Vis.
2458462.8,0.8,,,Vis.
2458462.95486,0.5,,,Vis.
2458463.42292,1.0,,,Vis.
2458463.5160,0.9,,,Vis.
2458463.5736,0.8,,,Vis.
2458464.07361,0.7,,,Vis.
2458464.4,0.4,,,Vis.
2458464.5160,0.9,,,Vis.
2458465.80972,0.7,,,Vis.
2458467.3,0.4,,,Vis.
2458467.84097,0.9,,,Vis.
2458468.59583,0.5,,,Vis.
2458468.71111,0.8,,,Vis.
2458468.8,1.0,,,Vis.
2458469.472,0.7,,,Vis.
2458469.66667,0.8,,,Vis.
2458469.78472,0.8,,,Vis.
2458470.67847,0.7,,,Vis.
2458471.2083,1.0,,,Vis.
2458471.40,0.7,,,Vis.
2458471.70556,0.5,,,Vis.
2458473.3,0.5,,,Vis.
2458473.63889,0.6,,,Vis.
2458476.57431,0.9,,,Vis.
2458476.75903,0.8,,,Vis.
2458477.3,0.5,,,Vis.
2458477.92639,1.1,,,Vis.
2458478.29167,0.85,,,Vis.
2458478.66944,1.1,,,Vis.
2458479.04931,0.7,,,Vis.
2458479.30486,0.85,,,Vis.
2458479.472,0.7,,,Vis.
2458479.5,1.6,,,Vis.
2458479.6,1.0,,,Vis.
2458480.30556,0.85,,,Vis.
2458481.27,0.5,,,Vis.
2458481.27,0.4,,,Vis.
2458481.29861,0.85,,,Vis.
2458481.41667,0.64,,,Vis.
2458482.3,0.5,,,Vis.
2458482.4,0.8,,,Vis.
2458483.5014,0.8,,,Vis.
2458484.30000,0.3,,,Vis.
2458484.31,0.4,,,Vis.
2458484.53264,1.0,,,Vis.
2458485.26181,0.4,,,Vis.
2458486.3,0.8,,,Vis.
2458486.30139,0.3,,,Vis.
2458486.35625,0.6,,,Vis.
2458486.4208,0.7,,,Vis.
2458486.5028,0.8,,,Vis.
2458486.79861,1.1,,,Vis.
2458487.58264,0.6,,,Vis.
2458487.65694,0.7,,,Vis.
2458487.670,0.4,,,Vis.
2458487.70139,0.8,,,Vis.
2458488.57431,0.9,,,Vis.
2458488.6,1.0,,,Vis.
2458488.65417,0.8,,,Vis.
2458488.71181,0.67,,,Vis.
2458488.8,0.8,,,Vis.
2458489.03542,0.7,,,Vis.
2458489.3,0.9,,,Vis.
2458489.3,0.5,,,Vis.
2458489.30351,0.8,,,Vis.
2458489.396,0.7,,,Vis.
2458489.62500,0.8,,,Vis.
2458489.63333,0.5,,,Vis.
2458489.67014,0.7,,,Vis.
2458490.25000,0.4,,,Vis.
2458490.25000,0.85,,,Vis.
2458490.54444,0.4,,,Vis.
2458491.80000,0.8,,,Vis.
2458492.29167,0.85,,,Vis.
2458492.4097,0.76,,,Vis.
2458492.47917,0.8,,,Vis.
2458493.35417,0.7,,,Vis.
2458493.4,0.9,,,Vis.
2458493.61458,1.1,,,Vis.
2458493.7,0.8,,,Vis.
2458494.25208,0.85,,,Vis.
2458494.3,0.7,,,Vis.
2458494.40278,0.9,,,Vis.
2458494.55903,1.0,,,Vis.
2458495.25486,0.5,,,Vis.
2458495.4,0.9,,,Vis.
2458495.444,0.7,,,Vis.
2458496.25000,0.85,,,Vis.
2458496.37847,1.0,,,Vis.
2458496.52083,0.67,,,Vis.
2458496.66597,0.5,,,Vis.
2458497.25000,0.85,,,Vis.
2458497.30208,0.9,,,Vis.
2458497.39,0.7,,,Vis.
2458498.23958,0.87,,,Vis.
2458498.27,0.8,,,Vis.
2458498.3,0.8,,,Vis.
2458498.4,0.5,,,Vis.
2458498.40625,0.9,,,Vis.
2458498.55903,1.0,,,Vis.
2458498.7,1.0,,,Vis.
2458499.34097,0.5,,,Vis.
2458499.40278,0.8,,,Vis.
2458500.22917,0.85,,,Vis.
2458500.393,0.8,,,Vis.
2458501.1306,0.8,,,Vis.
2458501.397,0.82,,,Vis.
2458502.20833,0.80,,,Vis.
2458503.29,0.7,,,Vis.
2458503.2958,0.8,,,Vis.
2458503.36123,1.05,,,Vis.
2458503.39583,0.80,,,Vis.
2458503.43056,1.0,,,Vis.
2458503.466,0.3,,,Vis.
2458503.53194,1.0,,,Vis.
2458504.3,0.5,,,Vis.
2458504.38889,0.9,,,Vis.
2458504.73125,0.5,,,Vis.
2458505.36806,0.59,,,Vis.
2458505.41667,1.0,,,Vis.
2458505.51944,0.65,,,Vis.
2458505.63542,0.7,,,Vis.
2458506.2049,0.7,,,Vis.
2458506.3,0.9,,,Vis.
2458506.33,0.5,,,Vis.
2458506.35278,0.72,,,Vis.
2458506.40625,0.9,,,Vis.
2458507.76875,0.7,,,Vis.
2458508.3,0.5,,,Vis.
2458508.40972,0.9,,,Vis.
2458508.4236,0.78,,,Vis.
2458508.5,1.0,,,Vis.
2458508.5014,0.6,,,Vis.
2458508.6,0.6,,,Vis.
2458509.22014,0.79,,,Vis.
2458509.40625,0.8,,,Vis.
2458509.458,0.7,,,Vis.
2458509.5090,0.6,,,Vis.
2458510.1229,0.8,,,Vis.
2458510.38194,0.8,,,Vis.
2458510.4,1.2,,,Vis.
2458510.43542,0.75,,,Vis.
2458510.45833,0.59,,,Vis.
2458510.73125,0.6,,,Vis.
2458511.326,0.6,,,Vis.
2458511.51736,0.6,,,Vis.
2458511.57569,0.7,,,Vis.
2458511.57986,0.6,,,Vis.
2458511.58333,0.8,,,Vis.
2458512.23611,0.75,,,Vis.
2458512.3,0.4,,,Vis.
2458512.30903,0.7,,,Vis.
2458512.31250,0.8,,,Vis.
2458512.4042,0.7,,,Vis.
2458512.41319,0.8,,,Vis.
2458512.5236,0.6,,,Vis.
2458512.63264,0.7,,,Vis.
2458512.7986,0.9,,,Vis.
2458513.250,0.7,,,Vis.
2458513.25000,<0.75,,,Vis.
2458513.3,0.7,,,Vis.
2458513.41,0.6,,,Vis.
2458514.1556,0.8,,,Vis.
2458514.302,0.7,,,Vis.
2458514.40972,0.7,,,Vis.
2458514.4951,0.6,,,Vis.
2458514.63264,0.7,,,Vis.
2458514.65764,0.5,,,Vis.
2458515.3,0.8,,,Vis.
2458515.32,0.9,,,Vis.
2458515.4,0.7,,,Vis.
2458515.40633,0.6,,,Vis.
2458516.6,0.7,,,Vis.
2458517.274,0.5,,,Vis.
2458518.37847,0.75,,,Vis.
2458518.3917,0.78,,,Vis.
2458518.4,0.7,,,Vis.
2458518.4333,0.7,,,Vis.
2458518.436,0.72,,,Vis.
2458518.4826,0.68,,,Vis.
2458518.50,0.6,,,Vis.
2458518.51528,0.6,,,Vis.
2458519.07778,0.7,,,Vis.
2458519.24861,0.8,,,Vis.
2458519.25000,0.82,,,Vis.
2458519.285,0.5,,,Vis.
2458519.3,0.5,,,Vis.
2458519.3125,0.70,,,Vis.
2458519.40625,0.7,,,Vis.
2458519.68542,0.7,,,Vis.
2458520.3875,0.6,,,Vis.
2458520.40972,0.7,,,Vis.
2458520.41,0.7,,,Vis.
2458520.45486,0.62,,,Vis.
2458520.5569,0.9,,,Vis.
2458520.58681,0.6,,,Vis.
2458520.7,0.9,,,Vis.
2458521.27778,0.61,,,Vis.
2458521.35618,0.65,,,Vis.
2458521.40278,0.6,,,Vis.
2458521.41944,0.61,,,Vis.
2458522.35278,0.61,,,Vis.
2458522.40625,0.7,,,Vis.
2458523.25,0.4,,,Vis.
2458523.33,0.6,,,Vis.
2458523.40251,0.65,,,Vis.
2458523.60972,0.6,,,Vis.
2458523.7,0.8,,,Vis.
2458524.25000,0.82,,,Vis.
2458524.40,0.7,,,Vis.
2458524.53333,0.7,,,Vis.
2458525.335,0.9,,,Vis.
2458525.5125,0.5,,,Vis.
2458526.08333,0.6,,,Vis.
2458526.3,0.4,,,Vis.
2458526.3,0.7,,,Vis.
2458526.41319,0.7,,,Vis.
2458526.57708,0.6,,,Vis.
2458527.287,0.6,,,Vis.
2458527.29583,0.35,,,Vis.
2458527.33,0.7,,,Vis.
2458527.33,0.6,,,Vis.
2458527.40972,0.7,,,Vis.
2458527.419,0.50,,,Vis.
2458527.60694,0.6,,,Vis.
2458528.377,0.61,,,Vis.
2458528.45278,0.57,,,Vis.
2458529.220,0.3,,,Vis.
2458529.292,0.5,,,Vis.
2458529.3,0.7,,,Vis.
2458529.32,0.4,,,Vis.
2458529.33,0.6,,,Vis.
2458529.35764,0.57,,,Vis.
2458529.375,0.5,,,Vis.
2458529.42014,0.8,,,Vis.
2458530.2708,0.5,,,Vis.
2458530.29167,0.7,,,Vis.
2458530.3,0.7,,,Vis.
2458530.38,0.6,,,Vis.
2458530.39087,0.65,,,Vis.
2458530.42014,0.7,,,Vis.
2458530.54167,0.4,,,Vis.
2458531.3,0.3,,,Vis.
2458531.337,0.55,,,Vis.
2458531.38,0.6,,,Vis.
2458531.395,0.25,,,Vis.
2458531.40278,0.7,,,Vis.
2458531.42672,-0.3,,,Vis.
2458532.38194,0.8,,,Vis.
2458532.39339,0.25,,,Vis.
2458533.2417,0.4,,,Vis.
2458533.31458,0.78,,,Vis.
2458533.323,0.50,,,Vis.
2458533.37,0.5,,,Vis.
2458533.37336,0.65,,,Vis.
2458533.40972,0.7,,,Vis.
2458533.4465,0.6,,,Vis.
2458533.55556,0.7,,,Vis.
2458533.62708,0.5,,,Vis.
2458534.16170,0.1,,,Vis.
2458534.34375,0.40,,,Vis.
2458534.39931,0.8,,,Vis.
2458534.4,0.7,,,Vis.
2458534.70139,0.6,,,Vis.
2458534.9792,0.4,,,Vis.
2458535.29861,0.40,,,Vis.
2458535.29861,0.78,,,Vis.
2458535.310,0.79,,,Vis.
2458535.3931,0.70,,,Vis.
2458535.40278,0.7,,,Vis.
2458536.30347,0.3,,,Vis.
2458536.31030,0.40,,,Vis.
2458536.339,1.01,,,Vis.
2458536.42708,0.6,,,Vis.
2458537.24931,0.40,,,Vis.
2458537.28,0.4,,,Vis.
2458537.28,0.5,,,Vis.
2458537.3,0.3,,,Vis.
2458537.3083,0.3,,,Vis.
2458537.33,0.6,,,Vis.
2458537.4,0.8,,,Vis.
2458537.41667,0.6,,,Vis.
2458537.4181,0.65,,,Vis.
2458537.60417,0.5,,,Vis.
2458537.7,0.8,,,Vis.
2458538.2833,0.2,,,Vis.
2458538.35903,0.40,,,Vis.
2458538.37,0.6,,,Vis.
2458538.4,0.7,,,Vis.
2458538.417,0.90,,,Vis.
2458538.4472,0.68,,,Vis.
2458538.4722,0.5,,,Vis.
2458538.99583,0.6,,,Vis.
2458539.27431,0.45,,,Vis.
2458539.353,0.82,,,Vis.
2458539.37,0.5,,,Vis.
2458539.3806,0.61,,,Vis.
2458539.4,0.7,,,Vis.
2458539.40278,0.7,,,Vis.
2458539.59792,0.5,,,Vis.
2458539.62778,0.6,,,Vis.
2458540.26181,0.35,,,Vis.
2458540.292,0.6,,,Vis.
2458540.31042,0.55,,,Vis.
2458540.324,0.67,,,Vis.
2458540.333,0.6,,,Vis.
2458540.35,0.5,,,Vis.
2458540.38,0.6,,,Vis.
2458540.3854,0.46,,,Vis.
2458540.41667,0.7,,,Vis.
2458540.51111,0.6,,,Vis.
2458540.72431,0.6,,,Vis.
2458541.3,0.7,,,Vis.
2458541.31111,0.55,,,Vis.
2458541.317,0.56,,,Vis.
2458542.3,0.3,,,Vis.
2458542.3,0.3,,,Vis.
2458542.31,0.5,,,Vis.
2458542.325,0.53,,,Vis.
2458542.35,0.5,,,Vis.
2458542.39792,0.6,,,Vis.
2458542.41667,0.6,,,Vis.
2458542.43264,0.45,,,Vis.
2458542.4611,0.73,,,Vis.
2458542.5,0.8,,,Vis.
2458542.57153,0.6,,,Vis.
2458542.62986,0.7,,,Vis.
2458543.18542,0.45,,,Vis.
2458543.27083,0.7,,,Vis.
2458543.276,0.9,,,Vis.
2458543.3,0.7,,,Vis.
2458543.41319,0.6,,,Vis.
2458543.5875,0.9,,,Vis.
2458544.20833,0.4,,,Vis.
2458544.40972,0.40,,,Vis.
2458544.41319,0.7,,,Vis.
2458544.4556,0.5,,,Vis.
2458544.6181,0.9,,,Vis.
2458545.2938,0.57,,,Vis.
2458545.29514,0.75,,,Vis.
2458545.39236,0.6,,,Vis.
2458545.45347,0.40,,,Vis.
2458546.302,0.7,,,Vis.
2458546.35417,0.40,,,Vis.
2458546.56528,0.55,,,Vis.
2458546.67917,0.6,,,Vis.
2458547.28472,0.7,,,Vis.
2458547.29444,0.35,,,Vis.
2458547.3,0.3,,,Vis.
2458547.41,0.5,,,Vis.
2458547.5,0.7,,,Vis.
2458547.6,0.6,,,Vis.
2458548.25000,0.4,,,Vis.
2458548.26875,0.3,,,Vis.
2458548.27083,0.77,,,Vis.
2458548.2813,0.9,,,Vis.
2458548.2958,0.3,,,Vis.
2458548.319,0.9,,,Vis.
2458548.41319,0.6,,,Vis.
2458548.41667,0.32,,,Vis.
2458548.52986,0.6,,,Vis.
2458548.87500,0.5,,,Vis.
2458549.31042,0.35,,,Vis.
2458550.17522,0.1,,,Vis.
2458550.25,0.3,,,Vis.
2458550.2690,0.8,,,Vis.
2458550.27,0.3,,,Vis.
2458550.313,0.43,,,Vis.
2458550.4097,0.54,,,Vis.
2458551.31875,0.5,,,Vis.
2458552.2917,0.61,,,Vis.
2458552.3,0.3,,,Vis.
2458552.32153,0.7,,,Vis.
2458552.40972,0.7,,,Vis.
2458553.27,0.5,,,Vis.
2458553.329,0.6,,,Vis.
2458553.337,0.9,,,Vis.
2458553.38889,0.38,,,Vis.
2458553.40625,0.7,,,Vis.
2458553.6,0.3,,,Vis.
2458553.71667,0.6,,,Vis.
2458553.9979,0.3,,,Vis.
2458554.275,0.4,,,Vis.
2458554.3,0.6,,,Vis.
2458554.324,0.29,,,Vis.
2458554.38194,0.7,,,Vis.
2458554.41667,0.6,,,Vis.
2458554.56597,0.6,,,Vis.
2458554.57292,0.6,,,Vis.
2458555.27431,0.3,,,Vis.
2458555.319,0.5,,,Vis.
2458555.41667,0.7,,,Vis.
2458556.3,0.3,,,Vis.
2458556.41319,0.7,,,Vis.
2458557.41667,0.6,,,Vis.
2458558.3125,0.40,,,Vis.
2458559.32639,0.7,,,Vis.
2458559.36319,0.35,,,Vis.
2458560.04444,0.6,,,Vis.
2458560.39,0.5,,,Vis.
2458561.3,0.1,,,Vis.
2458561.32431,0.7,,,Vis.
2458561.33,0.4,,,Vis.
2458561.35,0.5,,,Vis.
2458561.35069,0.37,,,Vis.
2458561.40972,0.6,,,Vis.
2458561.5,0.8,,,Vis.
2458561.53750,0.5,,,Vis.
2458562.3,0.6,,,Vis.
2458562.34653,0.40,,,Vis.
2458562.37,0.6,,,Vis.
2458562.40625,0.6,,,Vis.
2458563.326,0.32,,,Vis.
2458563.35,0.5,,,Vis.
2458563.40278,0.7,,,Vis.
2458564.287,0.5,,,Vis.
2458564.3,0.3,,,Vis.
2458564.35,0.5,,,Vis.
2458564.42014,0.7,,,Vis.
2458564.66458,0.5,,,Vis.
2458565.29,0.5,,,Vis.
2458565.30347,0.55,,,Vis.
2458565.55833,0.6,,,Vis.
2458566.2986,0.65,,,Vis.
2458566.30556,0.55,,,Vis.
2458566.53750,0.65,,,Vis.
2458566.56042,0.7,,,Vis.
2458566.56528,0.6,,,Vis.
2458567.274,0.9,,,Vis.
2458567.30833,0.25,,,Vis.
2458567.31250,0.35,,,Vis.
2458567.38889,0.6,,,Vis.
2458567.41667,0.40,,,Vis.
2458568.27083,0.64,,,Vis.
2458568.3125,0.35,,,Vis.
2458568.5625,0.9,,,Vis.
2458569.20347,0.6,,,Vis.
2458569.26042,0.40,,,Vis.
2458569.58611,0.5,,,Vis.
2458569.61458,0.5,,,Vis.
2458570.33681,0.7,,,Vis.
2458570.35,0.6,,,Vis.
2458571.3,0.8,,,Vis.
2458571.323,0.6,,,Vis.
2458571.32431,0.46,,,Vis.
2458571.39444,0.33,,,Vis.
2458571.4,0.6,,,Vis.
2458571.68403,0.6,,,Vis.
2458572.25278,0.35,,,Vis.
2458572.30000,0.25,,,Vis.
2458572.314,0.33,,,Vis.
2458572.351,0.6,,,Vis.
2458573.272,0.5,,,Vis.
2458573.29167,0.35,,,Vis.
2458573.38542,0.6,,,Vis.
2458573.65000,0.6,,,Vis.
2458574.29167,0.78,,,Vis.
2458574.3,0.3,,,Vis.
2458574.301,0.9,,,Vis.
2458574.35764,0.7,,,Vis.
2458574.54375,0.5,,,Vis.
2458574.635,0.3,,,Vis.
2458575.31,0.6,,,Vis.
2458575.3458,0.4,,,Vis.
2458575.5,0.8,,,Vis.
2458575.55903,0.4,,,Vis.
2458575.6,0.6,,,Vis.
2458576.20881,0.1,,,Vis.
2458576.30,0.6,,,Vis.
2458577.34375,0.4,,,Vis.
2458577.5,0.7,,,Vis.
2458577.54236,0.6,,,Vis.
2458578.31250,0.61,,,Vis.
2458578.375,0.37,,,Vis.
2458579.25,0.37,,,Vis.
2458579.251,0.9,,,Vis.
2458579.31,0.6,,,Vis.
2458579.98264,0.6,,,Vis.
2458580.3,0.7,,,Vis.
2458581.31042,0.37,,,Vis.
2458581.3514,0.57,,,Vis.
2458581.6,0.3,,,Vis.
2458582.33194,0.40,,,Vis.
2458582.37500,0.6,,,Vis.
2458582.59375,0.6,,,Vis.
2458582.66458,0.5,,,Vis.
2458583.58333,0.5,,,Vis.
2458584.35,0.5,,,Vis.
2458588.58056,0.5,,,Vis.
2458589.28819,0.5,,,Vis.
2458589.30486,0.15,,,Vis.
2458589.5,0.7,,,Vis.
2458589.56181,0.6,,,Vis.
2458589.90972,0.5,,,Vis.
2458592.3333,0.4,,,Vis.
2458593.30208,0.2,,,Vis.
2458593.57292,0.4,,,Vis.
2458593.62431,0.6,,,Vis.
2458596.52708,0.3,,,Vis.
2458596.99028,0.6,,,Vis.
2458598.58264,0.6,,,Vis.
2458599.5347,0.8,,,Vis.
2458600.58958,0.5,,,Vis.
2458601.30556,0.40,,,Vis.
2458601.6,0.7,,,Vis.
2458602.33333,0.40,,,Vis.
2458603.28472,0.37,,,Vis.
2458606.5,0.8,,,Vis.
2458608.6,1.0,,,Vis.
2458609.57153,0.4,,,Vis.
2458611.31250,0.37,,,Vis.
2458675.8750,0.4,,,Vis.
2458680.8458,0.6,,,Vis.
2458680.8618,0.3,,,Vis.
2458683.95347,0.4,,,Vis.
2458688.93542,0.9,,,Vis.
2458689.95486,0.4,,,Vis.
2458691.93403,0.4,,,Vis.
2458694.9,0.5,,,Vis.
2458696.93681,0.4,,,Vis.
2458704.95069,0.5,,,Vis.
2458707.92361,0.3,,,Vis.
2458713.95139,0.3,,,Vis.
2458715.9,0.4,,,Vis.
2458716.55247,0.1,,,Vis.
2458718.9,0.5,,,Vis.
2458719.9,0.2,,,Vis.
2458722.6,0.2,,,Vis.
2458723.3625,0.8,,,Vis.
2458723.58,0.8,,,Vis.
2458724.9,0.4,,,Vis.
2458725.8403,0.8,,,Vis.
2458727.52,0.9,,,Vis.
2458728.94583,0.4,,,Vis.
2458728.94583,0.5,,,Vis.
2458729.5,0.4,,,Vis.
2458729.9,0.6,,,Vis.
2458731.36600,1.4,,,Vis.
2458731.58,0.8,,,Vis.
2458731.635,1.1,,,Vis.
2458731.64,0.4,,,Vis.
2458734.92569,0.4,,,Vis.
2458737.63,0.5,,,Vis.
2458738.64,0.5,,,Vis.
2458741.9,0.6,,,Vis.
2458741.94306,0.4,,,Vis.
2458743.85764,0.6,,,Vis.
2458744.639,0.5,,,Vis.
2458744.64,0.6,,,Vis.
2458744.6542,0.5,,,Vis.
2458745.4,0.6,,,Vis.
2458746.3576,0.5,,,Vis.
2458746.64,0.5,,,Vis.
2458748.8375,0.8,,,Vis.
2458749.650,0.7,,,Vis.
2458749.94653,0.3,,,Vis.
2458750.64,0.5,,,Vis.
2458751.3333,0.5,,,Vis.
2458751.7,0.8,,,Vis.
2458752.9,0.6,,,Vis.
2458752.93403,0.5,,,Vis.
2458753.9,0.6,,,Vis.
2458754.0,0.7,,,Vis.
2458754.8118,0.5,,,Vis.
2458755.82639,0.6,,,Vis.
2458756.3958,0.6,,,Vis.
2458756.6,0.9,,,Vis.
2458756.7924,0.8,,,Vis.
2458757.658,0.7,,,Vis.
2458757.75347,0.6,,,Vis.
2458758.64583,0.30,,,Vis.
2458758.66,0.6,,,Vis.
2458758.87500,0.4,,,Vis.
2458759.63542,0.1,,,Vis.
2458759.93264,0.5,,,Vis.
2458760.63,0.3,,,Vis.
2458760.84514,0.4,,,Vis.
2458761.9,0.6,,,Vis.
2458762.66319,0.7,,,Vis.
2458763.83611,0.6,,,Vis.
2458764.80278,0.6,,,Vis.
2458764.9,0.7,,,Vis.
2458765.6542,0.7,,,Vis.
2458765.8,0.7,,,Vis.
2458765.96875,0.6,,,Vis.
2458766.3236,0.6,,,Vis.
2458766.62500,0.5,,,Vis.
2458769.70833,0.30,,,Vis.
2458771.65,0.7,,,Vis.
2458771.65,0.4,,,Vis.
2458773.649,0.6,,,Vis.
2458774.79097,0.5,,,Vis.
2458775.3333,0.8,,,Vis.
2458775.75347,0.6,,,Vis.
2458776.7465,0.6,,,Vis.
2458779.64,0.5,,,Vis.
2458779.89792,0.7,,,Vis.
2458779.9,0.8,,,Vis.
2458779.9,0.6,,,Vis.
2458779.93472,0.3,,,Vis.
2458779.93889,0.5,,,Vis.
2458780.64,0.5,,,Vis.
2458780.8340,0.9,,,Vis.
2458781.62,0.5,,,Vis.
2458781.646,0.8,,,Vis.
2458782.67500,0.99,,,Vis.
2458782.7,0.3,,,Vis.
2458783.5611,4.2,,,Vis.
2458783.71528,0.96,,,Vis.
2458784.639,0.5,,,Vis.
2458785.2590,0.7,,,Vis.
2458787.36181,0.95,,,Vis.
2458787.66,0.5,,,Vis.
2458787.69444,0.65,,,Vis.
2458788.79931,0.6,,,Vis.
2458789.11458,0.8,,,Vis.
2458789.40278,0.7,,,Vis.
2458789.7708,1.0,,,Vis.
2458789.9,0.7,,,Vis.
2458789.92708,0.5,,,Vis.
2458790.33750,0.1,,,Vis.
2458793.3160,1.1,,,Vis.
2458793.9,0.9,,,Vis.
2458794.2361,0.93,,,Vis.
2458794.42,1.0,,,Vis.
2458794.59861,0.70,,,Vis.
2458794.6,1.4,,,Vis.
2458794.91597,0.7,,,Vis.
2458796.51667,0.6,,,Vis.
2458797.68889,0.5,,,Vis.
2458798.33264,1.1,,,Vis.
2458798.73333,1.0,,,Vis.
2458799.42083,0.74,,,Vis.
